source_table,row_id,subject,english,thai,matt_status,matt_correction
subjects,13e7ce5d-4b6f-4404-92e9-f47c210614d4,Sight Words,Sight Words,คำที่พบบ่อย,,
subjects,aabc8429-f24c-4afc-8d55-5578e07377ff,"Days, Months & Seasons","Days, Months & Seasons",วัน เดือน และฤดูกาล,,
subjects,5d2d2829-d629-4515-b368-2dc22135b8bb,"This, That, These & Those","This, That, These & Those",นี่ นั่น เหล่านี้ เหล่านั้น,,
subjects,1149568c-e72f-4f66-aa1b-acab72852055,Time & Daily Routines,Time & Daily Routines,เวลาและกิจวัตรประจำวัน,,
subjects,1c9abf87-0f72-4fdc-8816-c6eef013c738,Possessives,Possessives,คำแสดงความเป็นเจ้าของ,,
subjects,4035793e-8d17-4a09-82d8-ad524eb78336,Plurals,Plurals,คำนามพหูพจน์,,
subjects,08d27be6-f3df-450c-abd0-861ea590f8be,There Is & There Are,There Is & There Are,การใช้ There is / There are,,
subjects,1dc83964-d8bc-4fe3-9eac-163f309f319c,Full Practice Tests,Full Practice Tests,แบบทดสอบ,,
subjects,a8dd9dbc-4c1b-4e0f-8633-bd333e95d524,Interview Practice,Interview Practice,ฝึกสัมภาษณ์,,
flashcards,7f6b4c3d-7c5f-4806-8c50-187a5dd2df50,Shapes,Circle,วงกลม,,
flashcards,65926a90-8d73-4ca6-bd5f-6f4d068a43bc,Shapes,Square,สี่เหลี่ยมจัตุรัส,,
flashcards,f78975dd-5014-4ce0-ad7d-9251775b1c87,Shapes,Triangle,สามเหลี่ยม,,
flashcards,9988cfb7-6cbd-4a3c-af9e-c05a4dc9b7a9,Shapes,Rectangle,สี่เหลี่ยมผืนผ้า,,
flashcards,e642cd5a-8dac-41a4-8c8a-8c0ed971f096,Shapes,Star,ดาว,,
flashcards,9570b5fe-12e7-497e-ad34-723b54464767,Shapes,Heart,หัวใจ,,
flashcards,547ce8f6-5864-4961-a1d3-8936693af5ec,Shapes,Diamond,เพชร,,
flashcards,ddcb4944-df33-47fb-a074-eb8ed81c2958,Shapes,Oval,วงรี,,
flashcards,87ffa7eb-05f0-459e-8a34-3b2eb2af297b,Subject & Verb,I eat,ฉันกิน,,
flashcards,ebd39604-dce7-4256-b46f-376f8616e9b5,Subject & Verb,She runs,เธอวิ่ง,,
flashcards,b949e0a8-5218-4536-93e0-485f79cd16a3,Subject & Verb,He jumps,เขากระโดด,,
flashcards,79846163-21fe-46d2-a920-d7915b8f24b1,Subject & Verb,We play,เราเล่น,,
flashcards,7eb45a04-e0e3-4d91-ad25-a762e421b060,Subject & Verb,They swim,พวกเขาว่ายน้ำ,,
flashcards,cdefff86-e271-4de0-9ebf-fdcda751ff3a,Subject & Verb,The cat sleeps,แมวนอน,,
flashcards,afb984e9-6559-4834-b559-518a3a9c6214,Subject & Verb,The dog barks,สุนัขเห่า,,
flashcards,965d8997-19d7-4afe-9b5b-436a57b38740,Subject & Verb,The bird flies,นกบิน,,
flashcards,08491ada-d80f-467a-ac18-c4d67d15c378,Subject & Verb,The fish swims,ปลาว่ายน้ำ,,
flashcards,b3418913-8f4b-4b1f-ac36-2e6207be8335,Subject & Verb,The baby cries,ทารกร้องไห้,,
flashcards,4b999fa1-ced1-4cd2-8195-f742dd76c72f,ABCs,Apple,แอปเปิ้ล,,
flashcards,f115b746-9d27-4909-9bf7-2cec9f743316,ABCs,Balloon,บอลลูน,,
flashcards,604fcd59-5a09-41bd-a3ee-445a16c4371b,ABCs,Cat,แมว,,
flashcards,56b9699d-0af2-4288-b10c-224bd56e5dc3,ABCs,Dog,สุนัข,,
flashcards,f6a58109-4be6-45b9-9ce3-1cf7a64ddf6c,ABCs,Egg,ไข่,,
flashcards,74a6a35a-fb53-446a-8ee7-7c9163eaa84a,ABCs,Fish,ปลา,,
flashcards,45b10b7e-9f1a-40d6-9504-4d47a3e6cdde,ABCs,Gift,ของขวัญ,,
flashcards,46f6ef42-e614-454e-9acc-66c0dfe5b4f5,ABCs,Hat,หมวก,,
flashcards,8d241c32-3a63-4c7e-b7c3-4cfb5cb26bef,ABCs,Ice cream,ไอศกรีม,,
flashcards,b5c160db-d023-4426-9553-c990a2ffe18a,ABCs,Jam,แยม,,
flashcards,64c02aca-6566-4ae1-9503-b2549d39e25d,ABCs,Kite,ว่าว,,
flashcards,4c78947b-f833-4c56-b62a-b03f30d3160f,ABCs,Lion,สิงโต,,
flashcards,894ddc3c-7538-4018-a705-c51d8f7ac6c8,ABCs,Milk,นม,,
flashcards,31000e75-3e14-499c-89bf-3f91e4dfa336,ABCs,Nest,รัง,,
flashcards,8d1f165a-d701-4eb9-b35c-981242c9034a,ABCs,Orange,ส้ม,,
flashcards,97456f7d-7801-4e10-9618-d7ff67bcf681,ABCs,Pen,ปากกา,,
flashcards,e1f41aa3-1b36-4859-85b5-c4a7a9ae2057,ABCs,Queen,ราชินี,,
flashcards,3ea8329c-28ab-4b12-9e8b-cc2335e28bc0,ABCs,Rabbit,กระต่าย,,
flashcards,0bb3f9e7-7462-41a5-ab8b-2882e5f48447,ABCs,Soap,สบู่,,
flashcards,efb5951a-90db-471c-a927-8704a0fbd5d6,ABCs,Turtle,เต่า,,
flashcards,98df595f-8117-451d-a0ae-aa0d1dabc870,ABCs,Umbrella,ร่ม,,
flashcards,a6842f32-af44-4399-b7ba-2bbc7b213841,ABCs,Vase,แจกัน,,
flashcards,f27d1f0d-a29c-4d96-909b-052d12dc7a4c,ABCs,Water,น้ำ,,
flashcards,d933d35e-259c-4a25-8794-07cd0c8e0357,ABCs,X-ray,เอกซเรย์,,
flashcards,28a7c559-01c6-497c-a22f-0e0728baee0d,ABCs,Yarn,ไหมพรม,,
flashcards,41a31361-a526-4f12-8da1-0f7fee86b634,ABCs,Zebra,ม้าลาย,,
flashcards,6381a906-720d-4dab-810b-c13026c201d2,Pronouns,I,ฉัน,,
flashcards_example,6381a906-720d-4dab-810b-c13026c201d2,Pronouns,I am pointing at myself.,ฉันชี้ไปที่ตัวเอง,,
flashcards,14f2c922-71c6-459b-927d-1bdb244ec2be,Pronouns,You,คุณ,,
flashcards_example,14f2c922-71c6-459b-927d-1bdb244ec2be,Pronouns,Ollie is pointing at you.,โอลลี่ชี้ไปที่คุณ,,
flashcards,b3345e63-fcb6-453e-8050-eb2a96b78908,Pronouns,He,เขา (ผู้ชาย),,
flashcards_example,b3345e63-fcb6-453e-8050-eb2a96b78908,Pronouns,He kicks the ball.,เขาเตะลูกบอล,,
flashcards,86ed33a2-e08b-47c6-80f0-0a7fcf1b1f3a,Pronouns,She,เธอ (ผู้หญิง),,
flashcards_example,86ed33a2-e08b-47c6-80f0-0a7fcf1b1f3a,Pronouns,She kicks the ball.,เธอเตะลูกบอล,,
flashcards,789f1d87-188f-421d-9255-1cc5c686aef8,Pronouns,It,มัน,,
flashcards_example,789f1d87-188f-421d-9255-1cc5c686aef8,Pronouns,It is a red ball.,มันคือลูกบอลสีแดง,,
flashcards,26a10f35-8cfa-403c-b499-b8a8625c498b,Pronouns,We,พวกเรา,,
flashcards_example,26a10f35-8cfa-403c-b499-b8a8625c498b,Pronouns,We are standing together.,พวกเรายืนอยู่ด้วยกัน,,
flashcards,c163d9af-3282-4fa4-9d74-712f6d130a91,Pronouns,They,พวกเขา,,
flashcards_example,c163d9af-3282-4fa4-9d74-712f6d130a91,Pronouns,They are playing together.,พวกเขาเล่นด้วยกัน,,
flashcards,0b75f3ea-4da2-4366-8df9-037eee4c9409,Pronouns,Me,ฉัน (กรรม),,
flashcards_example,0b75f3ea-4da2-4366-8df9-037eee4c9409,Pronouns,Ollie gave ME a present.,โอลลี่ให้ของขวัญฉัน,,
flashcards,dcc0420f-6f19-4091-81c7-3b2fea7bb6a6,Pronouns,Him,เขา (กรรม),,
flashcards_example,dcc0420f-6f19-4091-81c7-3b2fea7bb6a6,Pronouns,She gave the book to HIM.,เธอให้หนังสือเขา,,
flashcards,3cf4951a-f2d0-40cb-9db6-e609689ec1f3,Pronouns,Her,เธอ (กรรม),,
flashcards_example,3cf4951a-f2d0-40cb-9db6-e609689ec1f3,Pronouns,Thawan gave the book to her.,ธวัญให้หนังสือเธอ,,
flashcards,495ee816-3993-4047-84bd-50eb9e602bd1,Pronouns,Us,พวกเรา (กรรม),,
flashcards_example,495ee816-3993-4047-84bd-50eb9e602bd1,Pronouns,Ollie gave US cookies.,โอลลี่ให้คุกกี้พวกเรา,,
flashcards,cfdc9f38-aba0-42e4-803f-1abaca09f8e7,Pronouns,Them,พวกเขา (กรรม),,
flashcards_example,cfdc9f38-aba0-42e4-803f-1abaca09f8e7,Pronouns,The teacher gave THEM the books.,คุณครูให้หนังสือพวกเขา,,
flashcards,88ee62c0-c892-4b76-9650-607fc51d9c43,Vehicles,Car,รถยนต์,,
flashcards,6d70e574-6f93-4c66-83cb-117af2abe181,Vehicles,Bus,รถบัส,,
flashcards,0f7a5b80-eb8d-4bbb-8be9-c63df6908319,Vehicles,Truck,รถบรรทุก,,
flashcards,c6b90b23-7764-4aab-8b49-c6475378198d,Vehicles,Bicycle,จักรยาน,,
flashcards,5316591b-106d-4d3d-9808-cc4b58317662,Vehicles,Motorcycle,มอเตอร์ไซค์,,
flashcards,405f6779-764f-43b7-8c1f-df76d25e61d8,Vehicles,Airplane,เครื่องบิน,,
flashcards,d7ab7d8e-7435-4b1e-91bb-db28488d0ca3,Vehicles,Boat,เรือ,,
flashcards,3de9394c-8e91-4140-9f6b-e75fca4a771a,Vehicles,Train,รถไฟ,,
flashcards,872db522-3d7d-4be0-9678-0cec865cc653,Vehicles,Helicopter,เฮลิคอปเตอร์,,
flashcards,81ccc76c-f139-4bb7-a906-b2db655929c1,Vehicles,Ambulance,รถพยาบาล,,
flashcards,c323df8c-1421-4000-81de-0ebaf491a74e,Colors,Red,สีแดง,,
flashcards,2316fc40-1a5e-4d9e-a92f-5955671917f1,Colors,Blue,สีน้ำเงิน,,
flashcards,26ad343a-8117-484c-a8d2-835f38afce23,Colors,Yellow,สีเหลือง,,
flashcards,7a39911e-cf59-498a-9852-970b650f15ea,Colors,Green,สีเขียว,,
flashcards,c10379d6-0d76-4c88-bb2b-dedec1994879,Colors,Orange,สีส้ม,,
flashcards,43732ba1-2f0b-4c26-bc25-5a5f187b1c0d,Colors,Purple,สีม่วง,,
flashcards,ab958ccd-e9df-44a1-b1a4-fe8589add962,Colors,Pink,สีชมพู,,
flashcards,7aa336d5-4f82-4b6d-9321-3d19ee9d35c5,Colors,White,สีขาว,,
flashcards,fb55abbf-2ee5-4242-9c38-d18cd5e1995b,Colors,Black,สีดำ,,
flashcards,7b4507a9-dc4e-4dde-9b86-45217ff64705,Colors,Brown,สีน้ำตาล,,
flashcards,65891847-1d38-481f-8bed-07d3fc28e4ca,Colors,Gray,สีเทา,,
flashcards,831309a7-e98f-4480-a09c-b5af023574ae,Plants,Flower,ดอกไม้,,
flashcards,849d61a5-4f38-4a4a-b3f6-41482e70e96d,Plants,Tree,ต้นไม้,,
flashcards,1e95089f-1493-40dd-a9f3-bacab9617d27,Plants,Grass,หญ้า,,
flashcards,c7cfdfd1-d87a-4bd1-8882-d6ddb0e947ae,Plants,Leaf,ใบไม้,,
flashcards,c1011099-124a-4d9f-8215-9e9c290eb776,Plants,Root,ราก,,
flashcards,431adbd9-9e80-4faa-9740-c4a5a7a3c228,Plants,Seed,เมล็ด,,
flashcards,7c9bcadc-6a1a-4372-8f1e-9681e0442f15,Plants,Bush,พุ่มไม้,,
flashcards,819fd501-9e64-455e-9a7c-31f586d5c583,Plants,Cactus,กระบองเพชร,,
flashcards,9b0f3d8a-ae9b-4a8d-8359-29d9cf3685de,Plants,Vine,เถาวัลย์,,
flashcards,a9d812c8-5b54-4cde-9ecf-ed8631053b46,Plants,Rose,กุหลาบ,,
flashcards,cdf3127a-d1ec-495f-8daa-670436289b90,Body Parts,Head,หัว,,
flashcards,82c0460c-d876-417b-80f7-a64265bf9fea,Body Parts,Eyes,ตา,,
flashcards,0ec40699-ac0b-49c9-82d9-cd247bca716c,Body Parts,Nose,จมูก,,
flashcards,898d89e0-0d0c-47f4-991a-fec224a1e8c4,Body Parts,Mouth,ปาก,,
flashcards,0b5d3dc6-b9da-4449-8ba2-8769264d317d,Body Parts,Ears,หู,,
flashcards,06f1c71c-bf6f-4962-a9db-3a5fd7500d25,Body Parts,Hair,ผม,,
flashcards,e820064c-ab52-47ac-842b-817f9c390578,Body Parts,Hands,มือ,,
flashcards,b2cec2c0-bcc3-418e-84f1-842303ebc6ca,Body Parts,Fingers,นิ้วมือ,,
flashcards,96a1146f-b36e-491a-a19c-42c1b4f0b31d,Body Parts,Arms,แขน,,
flashcards,9a57ab6c-a5b5-45b5-b887-fc66136f89f2,Body Parts,Legs,ขา,,
flashcards,c712589c-4841-412e-800c-f81103205f6f,Body Parts,Feet,เท้า,,
flashcards,003c90fc-087d-401b-baee-3840312bece4,Body Parts,Toes,นิ้วเท้า,,
flashcards,127d8e34-849e-4fcc-ab13-ad4a58938f5d,Body Parts,Tummy,ท้อง,,
flashcards,47990e5c-6c9e-4ef7-b263-3a11602d5ee6,Body Parts,Back,หลัง,,
flashcards,e5429300-af5b-46bc-afee-81fd39b9a440,Body Parts,Shoulders,ไหล่,,
flashcards,3a6b3e98-ed4e-4bfa-92c7-032d0d9682a9,Past/Present/Future Tense,Walked / Walk / Will walk,เดิน (อดีต/ปัจจุบัน/อนาคต),,
flashcards,0a6abc5b-1707-4edc-b715-f4cd16d33309,Past/Present/Future Tense,Ate / Eat / Will eat,กิน (อดีต/ปัจจุบัน/อนาคต),,
flashcards,6e54c84b-f806-48da-a86a-0221762383c7,Past/Present/Future Tense,Played / Play / Will play,เล่น (อดีต/ปัจจุบัน/อนาคต),,
flashcards,1d54b617-a4b6-4e06-b1ee-f8fbc4d3821d,Past/Present/Future Tense,Slept / Sleep / Will sleep,นอน (อดีต/ปัจจุบัน/อนาคต),,
flashcards,84002996-8765-436e-954a-346830d8cfc9,Past/Present/Future Tense,Ran / Run / Will run,วิ่ง (อดีต/ปัจจุบัน/อนาคต),,
flashcards,7132b772-73c0-4f90-bf9c-a8c3e9fdbc86,Past/Present/Future Tense,Sang / Sing / Will sing,ร้องเพลง (อดีต/ปัจจุบัน/อนาคต),,
flashcards,625fe41b-da96-49a4-a8e9-b105ff935bff,Past/Present/Future Tense,Drew / Draw / Will draw,วาด (อดีต/ปัจจุบัน/อนาคต),,
flashcards,35b110cf-923d-4377-85c1-c8c1403ad92d,Past/Present/Future Tense,Swam / Swim / Will swim,ว่ายน้ำ (อดีต/ปัจจุบัน/อนาคต),,
flashcards,6f55cbbe-30b0-4c0a-b4d4-e1f965273494,Comparisons,Big / Small,ใหญ่ / เล็ก,,
flashcards,584b17dd-8814-497a-9e80-800843d05cc8,Comparisons,Tall / Short,สูง / เตี้ย,,
flashcards,f1703afe-bd46-4bd9-8fce-4672bcc29240,Comparisons,Fast / Slow,เร็ว / ช้า,,
flashcards,0c8f3374-addf-4514-b293-b642fe45a42e,Comparisons,Hot / Cold,ร้อน / เย็น,,
flashcards,d43da992-48b2-4de6-ab34-d9713511dbeb,Comparisons,Happy / Sad,มีความสุข / เศร้า,,
flashcards,9e5bd215-8eb2-401f-a3f6-bdd360836785,Comparisons,Old / New,เก่า / ใหม่,,
flashcards,c370fc38-ec9f-4719-8da1-c99ef21d99e0,Comparisons,Clean / Dirty,สะอาด / สกปรก,,
flashcards,99857e10-48d0-431e-aa08-6d104bcdfaca,Comparisons,Full / Empty,เต็ม / ว่าง,,
flashcards,91f131af-061b-44f0-b48f-9ccf0bdf7ada,Comparisons,Heavy / Light,หนัก / เบา,,
flashcards,e7d1a839-dee9-46c2-b396-9229da050e17,Comparisons,Loud / Quiet,เสียงดัง / เงียบ,,
flashcards,2a2abbe0-a190-4d27-94e4-109a9823ec3c,Prepositions,In,ใน,,
flashcards,13eb6a3f-2483-4c38-a9b1-c86820e1cb13,Prepositions,On,บน,,
flashcards,35260eee-23dc-4ec9-9769-5ec53376ba7f,Prepositions,Under,ใต้,,
flashcards,163e1e36-4b66-4dfc-86df-ae1e02e6d69d,Prepositions,Next to,ข้างๆ,,
flashcards,f215db11-a9d1-4643-b864-0fe477d5f2cf,Prepositions,Behind,ด้านหลัง,,
flashcards,94f3597c-2541-4ade-9b9a-2998c1db8024,Prepositions,In front of,ด้านหน้า,,
flashcards,f476daaf-8549-4194-98f9-ecf8bc4de528,Prepositions,Between,ระหว่าง,,
flashcards,f6f26b0c-7273-4da0-875b-091dd1628c4d,Prepositions,Above,เหนือ,,
flashcards,0e4a18a9-baf3-46e1-bfe3-c491f0903d22,Prepositions,Below,ต่ำกว่า,,
flashcards,a45bca40-8d48-4445-99dd-ee6c8aeb90f9,Prepositions,Inside,ข้างใน,,
flashcards,163187e8-c5b0-49fe-a581-b6414da49006,Prepositions,Outside,ข้างนอก,,
flashcards,eefc7989-ac0a-4a68-8227-e8a0f8baf3f4,Prepositions,Near,ใกล้,,
flashcards,62655410-aa09-46c9-b7e2-91e19106a8d2,Feelings & Emotions,Happy,?????????,,
flashcards,0f688f0f-1c50-4b2e-aee9-3f392001eaf1,Feelings & Emotions,Sad,?????,,
flashcards,92f697d5-dec1-4e7e-aa5f-0a243fa7ef49,Feelings & Emotions,Angry,????,,
flashcards,ad2f4e61-c629-474a-aab1-d95c3c91cc5d,Feelings & Emotions,Scared,????,,
flashcards,492e1b46-3be3-4e23-91e7-b5ed39b3c9f2,Feelings & Emotions,Surprised,?????????,,
flashcards,160929b5-906b-4c1d-bb61-9d5ef4c73a27,Feelings & Emotions,Tired,???????,,
flashcards,fa551c77-b2c6-4761-9ba8-964c54965bbd,Feelings & Emotions,Hungry,???,,
flashcards,51eb808c-67ad-4c23-9caf-4923a3421ec1,Feelings & Emotions,Excited,????????,,
flashcards,dd7e6c27-6718-4f40-8081-f07fa4cb1073,Feelings & Emotions,Bored,?????,,
flashcards,e4f2862a-97fe-483b-bb27-119796deb99b,Feelings & Emotions,Silly,???????,,
flashcards,ac1b1663-ba13-461c-a990-c54cfebbfb55,Phonics Blending,TR,เสียง ทร,,
flashcards,8f3d784c-6d38-426a-b7fb-618fe1ad9149,Phonics Blending,BR,เสียง บร,,
flashcards,31d431f9-a2a4-4632-b48f-e6391abd4f29,Phonics Blending,BL,เสียง บล,,
flashcards,c3256d09-f39d-413b-b448-eb7e55cc65be,Phonics Blending,ST,เสียง สต,,
flashcards,0c100f07-414b-40e8-bebd-196e7ea0f827,Phonics Blending,SW,เสียง สว,,
flashcards,de21eedb-fda1-4368-a13a-41c9c91e6c10,Phonics Blending,SL,เสียง สล,,
flashcards,4a9d9417-ec3e-46f6-9661-dd3364e18b1f,Phonics Blending,SP,เสียง สป,,
flashcards,f510b3e5-4c37-4787-9bd4-311e3d2fa4a9,Phonics Blending,PR,เสียง พร,,
flashcards,93894fbc-55bd-466c-b31d-9c1d3acd6eb7,Phonics Blending,CR,เสียง คร,,
flashcards,131847b8-1f40-481d-8a1b-0a6555d45343,Phonics Blending,DR,เสียง ดร,,
flashcards,5f70ed64-9da1-484f-8c2e-820e9c68e11f,Phonics Blending,FL,เสียง ฟล,,
flashcards,483cef78-9f17-42fc-8f5b-55b59b5a0e1b,Phonics Blending,FR,เสียง ฟร,,
flashcards,5b5a90dd-f5eb-4ed3-bd42-85ca6c1b5052,Phonics Blending,GR,เสียง กร,,
flashcards,4c06eff4-23e5-4295-b05e-cce6ce1995cf,Phonics Blending,PL,เสียง พล,,
flashcards,7b3d046a-1f88-4460-9060-12f60d87cdac,Phonics Blending,SK,เสียง สก,,
flashcards,9c2c1a75-9f09-4f1a-af93-a5b0c2fbef8c,Phonics Blending,SN,เสียง สน,,
flashcards,a9be66b0-89a6-4051-b604-0cc924e805b5,Jobs & Careers,Teacher,???,,
flashcards,427cac2f-100c-4dfe-9cce-ad5d1d659fe7,Jobs & Careers,Doctor,?????,,
flashcards,e5d806da-7e52-4a73-8cbd-6a3949edc30d,Jobs & Careers,Nurse,??????,,
flashcards,bf6e925d-21e4-492a-98a7-f11bd1fca4be,Jobs & Careers,Firefighter,???????????,,
flashcards,d36832ba-f1e6-4944-9b01-d46481154365,Jobs & Careers,Police Officer,?????,,
flashcards,f86db7c9-2ae9-4beb-9002-a9ed262d36d0,Jobs & Careers,Chef,???????,,
flashcards,fc95b14b-587b-4614-aebc-17b091d7ad31,Jobs & Careers,Farmer,?????,,
flashcards,27676b05-a3dc-44a4-ae0c-3243197065dc,Jobs & Careers,Pilot,??????,,
flashcards,8f2d05ed-54b6-4214-8512-886cd328c54f,Jobs & Careers,Engineer,??????,,
flashcards,02bb895d-ad87-41b7-85ae-9c42dada1a0e,Jobs & Careers,Artist,??????,,
flashcards,19ac66f5-d61e-4353-a969-75a863a01f34,Synonyms & Antonyms,Big,ใหญ่,,
flashcards_example,19ac66f5-d61e-4353-a969-75a863a01f34,Synonyms & Antonyms,The elephant is big.,ช้างตัวใหญ่,,
flashcards,f8de68b0-731b-41e7-a33e-78627c6dc83c,Synonyms & Antonyms,Small,เล็ก,,
flashcards_example,f8de68b0-731b-41e7-a33e-78627c6dc83c,Synonyms & Antonyms,The mouse is small.,หนูตัวเล็ก,,
flashcards,7976a4e3-5cd9-4cae-b0b2-9ade4a949131,Synonyms & Antonyms,Happy,มีความสุข,,
flashcards_example,7976a4e3-5cd9-4cae-b0b2-9ade4a949131,Synonyms & Antonyms,The girl is happy.,เด็กผู้หญิงมีความสุข,,
flashcards,2fca2dca-24bf-42ca-ab70-4b3d6749697d,Synonyms & Antonyms,Sad,เศร้า,,
flashcards_example,2fca2dca-24bf-42ca-ab70-4b3d6749697d,Synonyms & Antonyms,The boy is sad.,เด็กผู้ชายเศร้า,,
flashcards,c67eedcb-2f7b-41b9-abdc-bca1343054f2,Synonyms & Antonyms,Hot,ร้อน,,
flashcards_example,c67eedcb-2f7b-41b9-abdc-bca1343054f2,Synonyms & Antonyms,The soup is hot.,ซุปร้อน,,
flashcards,fa68262b-0782-402d-8c3b-87ee9211b1a1,Synonyms & Antonyms,Cold,เย็น,,
flashcards_example,fa68262b-0782-402d-8c3b-87ee9211b1a1,Synonyms & Antonyms,The ice cream is cold.,ไอศกรีมเย็น,,
flashcards,98835daa-38da-44ac-b336-ffe2abe4a7f9,Synonyms & Antonyms,Fast,เร็ว,,
flashcards_example,98835daa-38da-44ac-b336-ffe2abe4a7f9,Synonyms & Antonyms,The rabbit is fast.,กระต่ายวิ่งเร็ว,,
flashcards,c6659c8d-52e2-45d5-8f00-6c060344753f,Synonyms & Antonyms,Slow,ช้า,,
flashcards_example,c6659c8d-52e2-45d5-8f00-6c060344753f,Synonyms & Antonyms,The turtle is slow.,เต่าเดินช้า,,
flashcards,b43ae98e-f2fb-4575-9300-f5e43ed3503b,Synonyms & Antonyms,Old,เก่า,,
flashcards_example,b43ae98e-f2fb-4575-9300-f5e43ed3503b,Synonyms & Antonyms,The car is old.,รถคันนี้เก่า,,
flashcards,7b4415b7-975f-46fb-bff3-0b104c1c7fef,Synonyms & Antonyms,New,ใหม่,,
flashcards_example,7b4415b7-975f-46fb-bff3-0b104c1c7fef,Synonyms & Antonyms,The shoes are new.,รองเท้าคู่นี้ใหม่,,
flashcards,aadcbc87-14cb-42cf-8001-a99e6f499764,Synonyms & Antonyms,Loud,ดัง,,
flashcards_example,aadcbc87-14cb-42cf-8001-a99e6f499764,Synonyms & Antonyms,The drum is loud.,กลองเสียงดัง,,
